phase,sponsor_type,enrollment_count,intervention_type,n_arms,has_dmc,allocation,masking,primary_purpose,n_primary_outcomes,n_secondary_outcomes,outcomes_ratio,n_locations,is_multicenter,has_us_site,n_collaborators,abandoned
NA,OTHER,,BEHAVIORAL,0,,RANDOMIZED,NONE,UNKNOWN,2,2,1.0,1,0,1,1,0
NA,OTHER,23.0,OTHER,4,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,1,0,0
NA,OTHER,855.0,BEHAVIORAL,3,0.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,3,1,0,5,0
PHASE2,INDUSTRY,72.0,DRUG,5,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,22.0,DEVICE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,5,5.0,1,0,0,1,0
PHASE1,INDUSTRY,24.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,4,4.0,1,0,0,0,1
PHASE2,INDUSTRY,24.0,BIOLOGICAL,0,,RANDOMIZED,DOUBLE,TREATMENT,5,0,0.0,4,1,0,0,0
PHASE3,OTHER,36.0,DRUG,2,1.0,RANDOMIZED,NONE,PREVENTION,1,10,10.0,1,0,1,0,0
NA,OTHER,0.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,0,0,0,0,1
PHASE2,INDUSTRY,597.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,6,6.0,25,1,1,0,0
NA,OTHER,0.0,OTHER,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,0,0,1
NA,OTHER,38.0,DEVICE,4,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,12,6.0,1,0,1,0,1
NA,OTHER,28.0,DRUG,0,0.0,RANDOMIZED,NONE,TREATMENT,3,0,0.0,1,0,0,0,0
PHASE4,OTHER,802.0,BEHAVIORAL,4,1.0,RANDOMIZED,NONE,PREVENTION,1,2,2.0,3,1,1,3,0
PHASE3,OTHER,84.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,221.0,DRUG,3,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,5,5.0,54,1,1,0,0
PHASE4,OTHER,181.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,0,0,0,1,0
PHASE2,INDUSTRY,208.0,DRUG,4,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,21,10.5,67,1,1,0,0
PHASE2/PHASE3,OTHER,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE2,OTHER,117.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,3,8,2.6666666666666665,2,1,1,0,0
NA,OTHER,99.0,PROCEDURE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE4,INDUSTRY,333.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,62,1,0,1,0
NA,OTHER,61.0,OTHER,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,7,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,60.0,BIOLOGICAL,6,,RANDOMIZED,TRIPLE,PREVENTION,5,12,2.4,3,1,0,0,1
PHASE1,INDUSTRY,53.0,DRUG,7,0.0,RANDOMIZED,NONE,TREATMENT,13,1,0.07692307692307693,1,0,1,0,0
NA,OTHER,73.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,0,1,0
PHASE3,NETWORK,1313.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,560,1,1,2,0
PHASE1,INDUSTRY,0.0,DRUG,5,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,7,1,1,0,1
PHASE2/PHASE3,OTHER,15.0,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,1,0,0.0,2,1,1,1,0
PHASE3,INDUSTRY,282.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,75,1,1,0,1
PHASE3,OTHER,32.0,BEHAVIORAL,2,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,12,0,0.0,1,0,1,1,0
PHASE2,FED,96.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,14,1,1,0,0
NA,OTHER,288.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,QUADRUPLE,OTHER,2,61,30.5,2,1,0,4,0
NA,OTHER,22.0,DEVICE,5,1.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,1,0,1,0,0
NA,OTHER,309.0,BEHAVIORAL,0,,RANDOMIZED,NONE,UNKNOWN,1,1,1.0,1,0,0,0,0
NA,OTHER,100.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,5,0,0.0,1,0,1,0,0
NA,OTHER,100.0,DRUG,4,1.0,NON_RANDOMIZED,NONE,UNKNOWN,1,1,1.0,1,0,0,0,0
NA,INDUSTRY,42.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,5,4,0.8,1,0,0,1,0
PHASE3,INDUSTRY,101.0,GENETIC,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,4,4.0,14,1,1,0,0
PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE3,INDUSTRY,661.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,1,0.5,78,1,1,0,1
NA,OTHER,30.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,TRIPLE,HEALTH_SERVICES_RESEARCH,2,6,3.0,2,1,0,3,0
PHASE1,INDUSTRY,48.0,DRUG,10,0.0,RANDOMIZED,SINGLE,TREATMENT,30,10,0.3333333333333333,1,0,0,1,0
PHASE1,INDUSTRY,72.0,DRUG,3,0.0,RANDOMIZED,NONE,TREATMENT,6,15,2.5,1,0,0,0,0
NA,OTHER,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,0,0.0,0,0,0,0,1
NA,OTHER,44.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,TRIPLE,OTHER,1,7,7.0,1,0,0,3,0
NA,OTHER,38.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE1,OTHER,,PROCEDURE,0,,NON_RANDOMIZED,NONE,TREATMENT,2,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,190.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,0,0,0,0,0
EARLY_PHASE1,OTHER,135.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,0,1
PHASE3,OTHER,70.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,20.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,TRIPLE,BASIC_SCIENCE,1,8,8.0,1,0,0,1,0
PHASE3,OTHER,56.0,PROCEDURE,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,169.0,DIAGNOSTIC_TEST,2,,RANDOMIZED,NONE,DIAGNOSTIC,3,6,2.0,2,1,1,2,0
PHASE4,FED,53.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,1,0,0
NA,OTHER,22.0,DIETARY_SUPPLEMENT,3,,RANDOMIZED,QUADRUPLE,TREATMENT,4,1,0.25,1,0,0,1,0
NA,OTHER,40.0,OTHER,2,1.0,RANDOMIZED,NONE,UNKNOWN,0,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,42.0,DRUG,3,0.0,RANDOMIZED,NONE,OTHER,2,6,3.0,0,0,0,1,0
NA,OTHER,161.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,1,1,1.0,1,0,1,1,0
NA,OTHER,79.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,1,0
PHASE4,INDUSTRY,132.0,DEVICE,3,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE1,INDUSTRY,6.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,3,1,0.3333333333333333,2,1,1,0,0
NA,OTHER,36.0,OTHER,2,1.0,RANDOMIZED,SINGLE,TREATMENT,3,0,0.0,1,0,0,0,0
NA,OTHER,500.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,0,0.0,2,1,1,2,0
PHASE4,INDIV,18.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,3,3.0,1,0,1,0,0
NA,OTHER,7678.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,3,2,0.6666666666666666,42,1,0,1,0
PHASE1,NIH,0.0,BIOLOGICAL,6,1.0,RANDOMIZED,TRIPLE,PREVENTION,7,6,0.8571428571428571,0,0,0,3,1
PHASE4,OTHER,100.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,5,5.0,11,1,1,1,0
PHASE4,OTHER,55.0,DRUG,1,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,0,0,0,0,0
NA,OTHER,18.0,DEVICE,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,5,11,2.2,1,0,0,1,0
PHASE1,OTHER,0.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,0,1
PHASE3,OTHER,19.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,1,0,0,0,1
NA,OTHER,70.0,OTHER,2,0.0,NON_RANDOMIZED,NONE,UNKNOWN,1,4,4.0,1,0,0,0,0
NA,OTHER,41.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,36.0,BEHAVIORAL,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,16,38,2.375,1,0,1,0,0
NA,OTHER,108.0,BEHAVIORAL,3,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,1,0
NA,OTHER,39.0,OTHER,3,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,48.0,DEVICE,2,1.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,3,12,4.0,1,0,1,0,0
PHASE2,INDUSTRY,92.0,DRUG,5,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,4,4.0,16,1,1,0,0
PHASE1/PHASE2,OTHER,75.0,DRUG,6,1.0,NON_RANDOMIZED,NONE,TREATMENT,4,5,1.25,9,1,0,2,0
PHASE4,INDUSTRY,98.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,4,1,0,0,0
PHASE1,OTHER,21.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,2,1,1,2,0
PHASE2/PHASE3,INDUSTRY,512.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,1,0
PHASE4,OTHER,889.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,8,8.0,1,0,0,1,0
NA,OTHER,102.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,10,10.0,1,0,0,0,0
NA,OTHER,78.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,8,1,0.125,0,0,0,0,0
NA,OTHER,42.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,1,0.5,1,0,0,0,0
NA,OTHER,23.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,1,1,0
NA,OTHER,79.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,OTHER,1,2,2.0,1,0,1,1,0
PHASE1/PHASE2,NIH,83.0,BIOLOGICAL,0,,NON_RANDOMIZED,NONE,PREVENTION,0,0,0.0,1,0,1,0,0
PHASE3,INDUSTRY,1025.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,2,4,2.0,24,1,1,1,0
NA,OTHER,30.0,DIETARY_SUPPLEMENT,2,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,12,8,0.6666666666666666,1,0,0,0,0
NA,OTHER,40.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,11,11.0,2,1,1,1,0
NA,OTHER,0.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,0,0,0,0,1
NA,OTHER,32.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,7,0,0.0,1,0,0,1,0
PHASE3,OTHER,,DRUG,0,,RANDOMIZED,NONE,TREATMENT,1,2,2.0,8,1,0,1,0
NA,OTHER,60.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,DIAGNOSTIC,1,1,1.0,1,0,0,0,0
PHASE2,NIH,45.0,BIOLOGICAL,4,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,1,0,1
PHASE3,INDUSTRY,453.0,BIOLOGICAL,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,9,4.5,148,1,1,0,0
PHASE1,OTHER,63.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,8086.0,OTHER,4,0.0,RANDOMIZED,NONE,PREVENTION,2,5,2.5,1,0,1,2,0
PHASE3,OTHER_GOV,34.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,1
NA,OTHER_GOV,130.0,DEVICE,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,3,3.0,1,0,0,1,0
NA,OTHER,100.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,150.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,PREVENTION,1,3,3.0,1,0,0,4,0
NA,OTHER,8.0,DIETARY_SUPPLEMENT,6,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,2,2.0,1,0,0,0,0
PHASE2,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,22,1,0,0,0
NA,OTHER,30.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,0,0.0,2,1,0,0,0
PHASE4,OTHER,60.0,RADIATION,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,4,0,0.0,0,0,0,0,0
NA,OTHER,29.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,OTHER,1,1,1.0,1,0,0,2,1
PHASE4,INDUSTRY,12.0,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,0,0,0
NA,OTHER,68.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,5,7,1.4,0,0,0,0,0
PHASE1,INDUSTRY,58.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,4,2,0.5,8,1,0,0,1
PHASE3,OTHER,162.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE3,INDUSTRY,440.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,2,17,8.5,67,1,1,0,0
PHASE4,INDUSTRY,105.0,DEVICE,2,0.0,RANDOMIZED,NONE,UNKNOWN,1,4,4.0,9,1,0,0,0
PHASE2,OTHER,106.0,BEHAVIORAL,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,2,4,2.0,1,0,0,0,0
PHASE1,INDUSTRY,252.0,DRUG,11,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,27,13.5,43,1,1,0,0
NA,OTHER,38.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,5,2.5,2,1,0,0,0
PHASE4,INDUSTRY,420.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,4,4.0,1,0,0,1,1
NA,OTHER,120.0,DRUG,4,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,123.0,BIOLOGICAL,2,0.0,RANDOMIZED,NONE,PREVENTION,2,7,3.5,1,0,0,0,0
PHASE1,INDUSTRY,15.0,DRUG,9,,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,8,1,1,0,0
PHASE4,OTHER,350.0,DRUG,3,1.0,RANDOMIZED,NONE,PREVENTION,1,2,2.0,1,0,0,0,0
NA,OTHER,396.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,10,1,0,1,0
PHASE1,INDUSTRY,66.0,DRUG,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,5,0,0.0,1,0,1,0,0
PHASE2,INDUSTRY,78.0,DRUG,4,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,1,0,1,0,0
PHASE3,OTHER,64.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,2,1,0,0,0
PHASE4,OTHER_GOV,108.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,PREVENTION,4,2,0.5,1,0,0,0,0
NA,OTHER,40.0,BEHAVIORAL,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,8,2,0.25,1,0,1,1,0
PHASE4,OTHER,48.0,DRUG,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER_GOV,60.0,PROCEDURE,2,,RANDOMIZED,TRIPLE,OTHER,1,7,7.0,1,0,0,0,0
PHASE2,INDUSTRY,293.0,DRUG,7,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,6,6.0,12,1,1,0,0
PHASE1,INDUSTRY,20.0,DRUG,2,0.0,RANDOMIZED,NONE,OTHER,5,1,0.2,1,0,0,1,0
PHASE4,INDUSTRY,143.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,84.0,DRUG,0,1.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,0,0.0,0,0,0,0,1
NA,OTHER,20.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,14,7.0,1,0,0,0,0
NA,OTHER,90.0,OTHER,2,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,3,3.0,1,0,1,0,0
NA,OTHER,30.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE2,INDUSTRY,58.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,5,1,0.2,1,0,1,2,0
PHASE4,INDUSTRY,120.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,8,8.0,0,0,0,0,0
NA,OTHER,24.0,DEVICE,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,2,18,9.0,1,0,0,0,0
PHASE1,INDUSTRY,9.0,DRUG,3,,RANDOMIZED,DOUBLE,TREATMENT,1,6,6.0,26,1,1,0,1
PHASE3,INDUSTRY,234.0,BIOLOGICAL,2,0.0,NON_RANDOMIZED,NONE,PREVENTION,1,3,3.0,7,1,0,0,0
NA,OTHER,126.0,PROCEDURE,2,,RANDOMIZED,QUADRUPLE,TREATMENT,1,7,7.0,1,0,0,1,0
NA,INDUSTRY,34.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,4,0,0.0,1,0,1,1,0
PHASE1,OTHER,9.0,DRUG,3,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,3,1.5,2,1,1,2,1
NA,FED,152.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,16,8.0,1,0,1,0,0
NA,OTHER,35.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,1,3,3.0,1,0,0,1,0
PHASE1/PHASE2,OTHER,12.0,OTHER,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,1,1.0,1,0,1,0,0
PHASE1,INDUSTRY,60.0,DRUG,2,0.0,RANDOMIZED,NONE,UNKNOWN,2,0,0.0,1,0,0,0,0
NA,OTHER,40.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,TREATMENT,4,9,2.25,1,0,1,1,0
PHASE2,INDUSTRY,310.0,DRUG,4,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,8,8.0,99,1,1,0,0
PHASE4,OTHER,25.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,2,0,0.0,1,0,1,1,0
NA,OTHER,101.0,DEVICE,2,,RANDOMIZED,DOUBLE,PREVENTION,1,0,0.0,2,1,0,0,0
PHASE2,INDUSTRY,32.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,6,3.0,20,1,1,0,1
NA,OTHER,100.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,2,2.0,1,0,0,0,0
NA,OTHER,150.0,DEVICE,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,4,4.0,1,0,0,9,0
NA,OTHER,30.0,DEVICE,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,4,2.0,1,0,0,0,0
PHASE1,INDUSTRY,234.0,DRUG,4,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,2,2.0,1,0,1,0,0
NA,OTHER,43.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,1,0,0,0,0
NA,OTHER,60.0,PROCEDURE,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,40.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,1,0
PHASE3,INDUSTRY,58.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,1,0.5,13,1,0,1,0
PHASE3,INDUSTRY,669.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,4,2.0,41,1,1,0,0
PHASE2,INDUSTRY,280.0,DRUG,7,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,15,1,1,0,0
NA,OTHER,213.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,2,1,0,0,0
PHASE1,INDUSTRY,24.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,14,14.0,2,1,1,0,0
NA,OTHER,0.0,PROCEDURE,3,,RANDOMIZED,NONE,TREATMENT,1,1,1.0,3,1,0,4,1
NA,OTHER,6.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,6,6.0,1,0,1,1,1
NA,OTHER,291.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,PREVENTION,1,0,0.0,1,0,0,1,0
PHASE3,OTHER,96.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,DOUBLE,PREVENTION,1,2,2.0,1,0,0,0,0
PHASE2,INDUSTRY,61.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,12,12.0,11,1,1,0,0
PHASE2,OTHER,96.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,0,0.0,1,0,0,0,0
NA,OTHER,42.0,OTHER,3,1.0,RANDOMIZED,SINGLE,TREATMENT,2,3,1.5,1,0,1,0,0
EARLY_PHASE1,OTHER,30.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE4,OTHER,30.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,1,0,0
NA,INDUSTRY,12.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,1,1,1.0,1,0,1,0,0
PHASE2,INDUSTRY,21.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,1,0,1
PHASE1/PHASE2,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,5,5.0,1,0,0,0,1
NA,OTHER,82.0,OTHER,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE3,OTHER,66.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,0,0.0,11,1,0,0,0
PHASE2,NETWORK,71.0,DRUG,2,,RANDOMIZED,TRIPLE,TREATMENT,1,3,3.0,9,1,0,0,0
PHASE2,OTHER,216.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,10,10.0,8,1,0,7,0
PHASE3,INDUSTRY,207.0,BIOLOGICAL,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,6,6.0,22,1,1,0,0
PHASE4,OTHER,50.0,DEVICE,0,0.0,RANDOMIZED,SINGLE,TREATMENT,5,0,0.0,1,0,0,7,0
NA,OTHER,1.0,DRUG,2,,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,0,0.0,1,0,1,1,1
NA,OTHER,24.0,DRUG,4,1.0,RANDOMIZED,NONE,OTHER,3,5,1.6666666666666667,1,0,0,2,0
PHASE4,INDUSTRY,0.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,0,1
NA,OTHER,248.0,PROCEDURE,4,1.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,4,4.0,1,0,1,0,0
NA,OTHER,100.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,7,7.0,1,0,0,0,0
PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,NONE,TREATMENT,0,0,0.0,76,1,1,0,0
NA,OTHER,69.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,1,0,0
NA,INDUSTRY,81.0,DEVICE,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,1,0,1,2,0
PHASE3,INDUSTRY,1117.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,8,8.0,0,0,0,0,0
NA,OTHER,90.0,OTHER,3,1.0,RANDOMIZED,NONE,TREATMENT,1,12,12.0,1,0,0,0,0
NA,OTHER,727.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,6,6.0,1,0,0,0,0
NA,OTHER,27.0,DEVICE,2,,RANDOMIZED,SINGLE,OTHER,2,9,4.5,1,0,0,0,0
PHASE2,INDUSTRY,20.0,DRUG,2,0.0,RANDOMIZED,NONE,UNKNOWN,6,0,0.0,1,0,1,0,0
PHASE2,INDUSTRY,66.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,3,1.5,20,1,0,0,1
NA,OTHER,120.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE2,OTHER,140.0,DRUG,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
